id;fecha;ccaa;provincia;tipo_producto;consumo
1;ene-24;Andalucia;Almeria;BIODIESEL;0
2;ene-24;Andalucia;Almeria;GASOLEO A;26252
3;ene-24;Andalucia;Almeria;GASOLEO B;6073
4;ene-24;Andalucia;Almeria;GASOLEO C;439
5;ene-24;Andalucia;Almeria;OTROS GASOLEOS;1277
6;ene-24;Andalucia;Almeria;BIOETANOL;0
7;ene-24;Andalucia;Almeria;GASOLINA  AUTO. S/PB 95 i.O.;5070
8;ene-24;Andalucia;Almeria;GASOLINA  AUTO. S/PB 98 i.O.;248
9;ene-24;Andalucia;Almeria;OTRAS GASOLINAS;1
10;ene-24;Andalucia;Almeria;FUELOLEO  BIA;187
11;ene-24;Andalucia;Almeria;OTROS FUELOLEOS;1467
12;ene-24;Andalucia;Almeria;QUEROSENO AVIACION;238
13;ene-24;Andalucia;Almeria;OTROS QUEROSENOS;0
14;ene-24;Andalucia;Almeria;GLP;2774
15;ene-24;Andalucia;Cadiz;BIODIESEL;23
16;ene-24;Andalucia;Cadiz;GASOLEO A;31689
17;ene-24;Andalucia;Cadiz;GASOLEO B;6412
18;ene-24;Andalucia;Cadiz;GASOLEO C;587
19;ene-24;Andalucia;Cadiz;OTROS GASOLEOS;89595
20;ene-24;Andalucia;Cadiz;BIOETANOL;0
21;ene-24;Andalucia;Cadiz;GASOLINA  AUTO. S/PB 95 i.O.;10254
22;ene-24;Andalucia;Cadiz;GASOLINA  AUTO. S/PB 98 i.O.;333
23;ene-24;Andalucia;Cadiz;OTRAS GASOLINAS;33
24;ene-24;Andalucia;Cadiz;FUELOLEO  BIA;0
25;ene-24;Andalucia;Cadiz;OTROS FUELOLEOS;320595
26;ene-24;Andalucia;Cadiz;QUEROSENO AVIACION;474
27;ene-24;Andalucia;Cadiz;OTROS QUEROSENOS;0
28;ene-24;Andalucia;Cadiz;GLP;4185
29;ene-24;Andalucia;Cordoba;BIODIESEL;7
30;ene-24;Andalucia;Cordoba;GASOLEO A;33156
31;ene-24;Andalucia;Cordoba;GASOLEO B;8410
32;ene-24;Andalucia;Cordoba;GASOLEO C;1082
33;ene-24;Andalucia;Cordoba;OTROS GASOLEOS;0
34;ene-24;Andalucia;Cordoba;BIOETANOL;0
35;ene-24;Andalucia;Cordoba;GASOLINA  AUTO. S/PB 95 i.O.;5107
36;ene-24;Andalucia;Cordoba;GASOLINA  AUTO. S/PB 98 i.O.;120
37;ene-24;Andalucia;Cordoba;OTRAS GASOLINAS;7
38;ene-24;Andalucia;Cordoba;FUELOLEO  BIA;35
39;ene-24;Andalucia;Cordoba;OTROS FUELOLEOS;0
40;ene-24;Andalucia;Cordoba;QUEROSENO AVIACION;15
41;ene-24;Andalucia;Cordoba;OTROS QUEROSENOS;0
42;ene-24;Andalucia;Cordoba;GLP;2912
43;ene-24;Andalucia;Granada;BIODIESEL;0
44;ene-24;Andalucia;Granada;GASOLEO A;37395
45;ene-24;Andalucia;Granada;GASOLEO B;7347
46;ene-24;Andalucia;Granada;GASOLEO C;4205
47;ene-24;Andalucia;Granada;OTROS GASOLEOS;362
48;ene-24;Andalucia;Granada;BIOETANOL;0
49;ene-24;Andalucia;Granada;GASOLINA  AUTO. S/PB 95 i.O.;8107
50;ene-24;Andalucia;Granada;GASOLINA  AUTO. S/PB 98 i.O.;326
51;ene-24;Andalucia;Granada;OTRAS GASOLINAS;1
52;ene-24;Andalucia;Granada;FUELOLEO  BIA;177
53;ene-24;Andalucia;Granada;OTROS FUELOLEOS;665
54;ene-24;Andalucia;Granada;QUEROSENO AVIACION;1072
55;ene-24;Andalucia;Granada;OTROS QUEROSENOS;0
56;ene-24;Andalucia;Granada;GLP;4204
57;ene-24;Andalucia;Huelva;BIODIESEL;0
58;ene-24;Andalucia;Huelva;GASOLEO A;23881
59;ene-24;Andalucia;Huelva;GASOLEO B;7988
60;ene-24;Andalucia;Huelva;GASOLEO C;299
61;ene-24;Andalucia;Huelva;OTROS GASOLEOS;1028
62;ene-24;Andalucia;Huelva;BIOETANOL;0
63;ene-24;Andalucia;Huelva;GASOLINA  AUTO. S/PB 95 i.O.;4279
64;ene-24;Andalucia;Huelva;GASOLINA  AUTO. S/PB 98 i.O.;101
65;ene-24;Andalucia;Huelva;OTRAS GASOLINAS;0
66;ene-24;Andalucia;Huelva;FUELOLEO  BIA;619
67;ene-24;Andalucia;Huelva;OTROS FUELOLEOS;570
68;ene-24;Andalucia;Huelva;QUEROSENO AVIACION;0
69;ene-24;Andalucia;Huelva;OTROS QUEROSENOS;0
70;ene-24;Andalucia;Huelva;GLP;2880
71;ene-24;Andalucia;Jaen;BIODIESEL;36
72;ene-24;Andalucia;Jaen;GASOLEO A;25778
73;ene-24;Andalucia;Jaen;GASOLEO B;4908
74;ene-24;Andalucia;Jaen;GASOLEO C;1946
75;ene-24;Andalucia;Jaen;OTROS GASOLEOS;0
76;ene-24;Andalucia;Jaen;BIOETANOL;0
77;ene-24;Andalucia;Jaen;GASOLINA  AUTO. S/PB 95 i.O.;4780
78;ene-24;Andalucia;Jaen;GASOLINA  AUTO. S/PB 98 i.O.;124
79;ene-24;Andalucia;Jaen;OTRAS GASOLINAS;0
80;ene-24;Andalucia;Jaen;FUELOLEO  BIA;26
81;ene-24;Andalucia;Jaen;OTROS FUELOLEOS;0
82;ene-24;Andalucia;Jaen;QUEROSENO AVIACION;10
83;ene-24;Andalucia;Jaen;OTROS QUEROSENOS;0
84;ene-24;Andalucia;Jaen;GLP;1899
85;ene-24;Andalucia;Malaga;BIODIESEL;0
86;ene-24;Andalucia;Malaga;GASOLEO A;43911
87;ene-24;Andalucia;Malaga;GASOLEO B;4754
88;ene-24;Andalucia;Malaga;GASOLEO C;538
89;ene-24;Andalucia;Malaga;OTROS GASOLEOS;1022
90;ene-24;Andalucia;Malaga;BIOETANOL;0
91;ene-24;Andalucia;Malaga;GASOLINA  AUTO. S/PB 95 i.O.;16497
92;ene-24;Andalucia;Malaga;GASOLINA  AUTO. S/PB 98 i.O.;1038
93;ene-24;Andalucia;Malaga;OTRAS GASOLINAS;14
94;ene-24;Andalucia;Malaga;FUELOLEO  BIA;27
95;ene-24;Andalucia;Malaga;OTROS FUELOLEOS;1097
96;ene-24;Andalucia;Malaga;QUEROSENO AVIACION;32026
97;ene-24;Andalucia;Malaga;OTROS QUEROSENOS;0
98;ene-24;Andalucia;Malaga;GLP;6387
99;ene-24;Andalucia;Sevilla;BIODIESEL;26
100;ene-24;Andalucia;Sevilla;GASOLEO A;53767
101;ene-24;Andalucia;Sevilla;GASOLEO B;8176
102;ene-24;Andalucia;Sevilla;GASOLEO C;836
103;ene-24;Andalucia;Sevilla;OTROS GASOLEOS;1023
104;ene-24;Andalucia;Sevilla;BIOETANOL;0
105;ene-24;Andalucia;Sevilla;GASOLINA  AUTO. S/PB 95 i.O.;14305
106;ene-24;Andalucia;Sevilla;GASOLINA  AUTO. S/PB 98 i.O.;298
107;ene-24;Andalucia;Sevilla;OTRAS GASOLINAS;3
108;ene-24;Andalucia;Sevilla;FUELOLEO  BIA;355
109;ene-24;Andalucia;Sevilla;OTROS FUELOLEOS;561
110;ene-24;Andalucia;Sevilla;QUEROSENO AVIACION;10967
111;ene-24;Andalucia;Sevilla;OTROS QUEROSENOS;0
112;ene-24;Andalucia;Sevilla;GLP;5841
113;ene-24;Aragon;Huesca;BIODIESEL;0
114;ene-24;Aragon;Huesca;GASOLEO A;13158
115;ene-24;Aragon;Huesca;GASOLEO B;7135
116;ene-24;Aragon;Huesca;GASOLEO C;2459
117;ene-24;Aragon;Huesca;OTROS GASOLEOS;0
118;ene-24;Aragon;Huesca;BIOETANOL;0
119;ene-24;Aragon;Huesca;GASOLINA  AUTO. S/PB 95 i.O.;2773
120;ene-24;Aragon;Huesca;GASOLINA  AUTO. S/PB 98 i.O.;130
121;ene-24;Aragon;Huesca;OTRAS GASOLINAS;4
122;ene-24;Aragon;Huesca;FUELOLEO  BIA;0
123;ene-24;Aragon;Huesca;OTROS FUELOLEOS;0
124;ene-24;Aragon;Huesca;QUEROSENO AVIACION;0
125;ene-24;Aragon;Huesca;OTROS QUEROSENOS;0
126;ene-24;Aragon;Huesca;GLP;3310
127;ene-24;Aragon;Teruel;BIODIESEL;0
128;ene-24;Aragon;Teruel;GASOLEO A;7781
129;ene-24;Aragon;Teruel;GASOLEO B;3981
130;ene-24;Aragon;Teruel;GASOLEO C;2645
131;ene-24;Aragon;Teruel;OTROS GASOLEOS;0
132;ene-24;Aragon;Teruel;BIOETANOL;0
133;ene-24;Aragon;Teruel;GASOLINA  AUTO. S/PB 95 i.O.;1303
134;ene-24;Aragon;Teruel;GASOLINA  AUTO. S/PB 98 i.O.;47
135;ene-24;Aragon;Teruel;OTRAS GASOLINAS;0
136;ene-24;Aragon;Teruel;FUELOLEO  BIA;96
137;ene-24;Aragon;Teruel;OTROS FUELOLEOS;0
138;ene-24;Aragon;Teruel;QUEROSENO AVIACION;55
139;ene-24;Aragon;Teruel;OTROS QUEROSENOS;0
140;ene-24;Aragon;Teruel;GLP;876
141;ene-24;Aragon;Zaragoza;BIODIESEL;78
142;ene-24;Aragon;Zaragoza;GASOLEO A;40290
143;ene-24;Aragon;Zaragoza;GASOLEO B;10770
144;ene-24;Aragon;Zaragoza;GASOLEO C;10183
145;ene-24;Aragon;Zaragoza;OTROS GASOLEOS;17
146;ene-24;Aragon;Zaragoza;BIOETANOL;0
147;ene-24;Aragon;Zaragoza;GASOLINA  AUTO. S/PB 95 i.O.;8168
148;ene-24;Aragon;Zaragoza;GASOLINA  AUTO. S/PB 98 i.O.;256
149;ene-24;Aragon;Zaragoza;OTRAS GASOLINAS;1
150;ene-24;Aragon;Zaragoza;FUELOLEO  BIA;6
151;ene-24;Aragon;Zaragoza;OTROS FUELOLEOS;0
152;ene-24;Aragon;Zaragoza;QUEROSENO AVIACION;6495
153;ene-24;Aragon;Zaragoza;OTROS QUEROSENOS;0
154;ene-24;Aragon;Zaragoza;GLP;3003
155;ene-24;Principado de Asturias;Asturias;BIODIESEL;0
156;ene-24;Principado de Asturias;Asturias;GASOLEO A;30981
157;ene-24;Principado de Asturias;Asturias;GASOLEO B;7035
158;ene-24;Principado de Asturias;Asturias;GASOLEO C;5137
159;ene-24;Principado de Asturias;Asturias;OTROS GASOLEOS;3314
160;ene-24;Principado de Asturias;Asturias;BIOETANOL;0
161;ene-24;Principado de Asturias;Asturias;GASOLINA  AUTO. S/PB 95 i.O.;7918
162;ene-24;Principado de Asturias;Asturias;GASOLINA  AUTO. S/PB 98 i.O.;420
163;ene-24;Principado de Asturias;Asturias;OTRAS GASOLINAS;1
164;ene-24;Principado de Asturias;Asturias;FUELOLEO  BIA;607
165;ene-24;Principado de Asturias;Asturias;OTROS FUELOLEOS;321
166;ene-24;Principado de Asturias;Asturias;QUEROSENO AVIACION;997
167;ene-24;Principado de Asturias;Asturias;OTROS QUEROSENOS;0
168;ene-24;Principado de Asturias;Asturias;GLP;3597
169;ene-24;Islas Baleares;Islas Baleares;BIODIESEL;0
170;ene-24;Islas Baleares;Islas Baleares;GASOLEO A;22011
171;ene-24;Islas Baleares;Islas Baleares;GASOLEO B;3505
172;ene-24;Islas Baleares;Islas Baleares;GASOLEO C;18902
173;ene-24;Islas Baleares;Islas Baleares;OTROS GASOLEOS;2010
174;ene-24;Islas Baleares;Islas Baleares;BIOETANOL;0
175;ene-24;Islas Baleares;Islas Baleares;GASOLINA  AUTO. S/PB 95 i.O.;14938
176;ene-24;Islas Baleares;Islas Baleares;GASOLINA  AUTO. S/PB 98 i.O.;609
177;ene-24;Islas Baleares;Islas Baleares;OTRAS GASOLINAS;15
178;ene-24;Islas Baleares;Islas Baleares;FUELOLEO  BIA;0
179;ene-24;Islas Baleares;Islas Baleares;OTROS FUELOLEOS;0
180;ene-24;Islas Baleares;Islas Baleares;QUEROSENO AVIACION;13869
181;ene-24;Islas Baleares;Islas Baleares;OTROS QUEROSENOS;0
182;ene-24;Islas Baleares;Islas Baleares;GLP;4589
183;ene-24;Canarias;Las Palmas;BIODIESEL;0
184;ene-24;Canarias;Las Palmas;GASOLEO A;28178
185;ene-24;Canarias;Las Palmas;GASOLEO B;0
186;ene-24;Canarias;Las Palmas;GASOLEO C;0
187;ene-24;Canarias;Las Palmas;OTROS GASOLEOS;140264
188;ene-24;Canarias;Las Palmas;BIOETANOL;0
189;ene-24;Canarias;Las Palmas;GASOLINA  AUTO. S/PB 95 i.O.;19341
190;ene-24;Canarias;Las Palmas;GASOLINA  AUTO. S/PB 98 i.O.;3345
191;ene-24;Canarias;Las Palmas;OTRAS GASOLINAS;4
192;ene-24;Canarias;Las Palmas;FUELOLEO  BIA;62862
193;ene-24;Canarias;Las Palmas;OTROS FUELOLEOS;83329
194;ene-24;Canarias;Las Palmas;QUEROSENO AVIACION;55850
195;ene-24;Canarias;Las Palmas;OTROS QUEROSENOS;0
196;ene-24;Canarias;Las Palmas;GLP;3496
197;ene-24;Canarias;Santa Cruz de Tenerife;BIODIESEL;0
198;ene-24;Canarias;Santa Cruz de Tenerife;GASOLEO A;28240
199;ene-24;Canarias;Santa Cruz de Tenerife;GASOLEO B;0
200;ene-24;Canarias;Santa Cruz de Tenerife;GASOLEO C;0
201;ene-24;Canarias;Santa Cruz de Tenerife;OTROS GASOLEOS;58473
202;ene-24;Canarias;Santa Cruz de Tenerife;BIOETANOL;0
203;ene-24;Canarias;Santa Cruz de Tenerife;GASOLINA  AUTO. S/PB 95 i.O.;18371
204;ene-24;Canarias;Santa Cruz de Tenerife;GASOLINA  AUTO. S/PB 98 i.O.;5151
205;ene-24;Canarias;Santa Cruz de Tenerife;OTRAS GASOLINAS;1
206;ene-24;Canarias;Santa Cruz de Tenerife;FUELOLEO  BIA;21170
207;ene-24;Canarias;Santa Cruz de Tenerife;OTROS FUELOLEOS;27011
208;ene-24;Canarias;Santa Cruz de Tenerife;QUEROSENO AVIACION;52904
209;ene-24;Canarias;Santa Cruz de Tenerife;OTROS QUEROSENOS;0
210;ene-24;Canarias;Santa Cruz de Tenerife;GLP;4049
211;ene-24;Cantabria;Cantabria;BIODIESEL;0
212;ene-24;Cantabria;Cantabria;GASOLEO A;22571
213;ene-24;Cantabria;Cantabria;GASOLEO B;5556
214;ene-24;Cantabria;Cantabria;GASOLEO C;385
215;ene-24;Cantabria;Cantabria;OTROS GASOLEOS;930
216;ene-24;Cantabria;Cantabria;BIOETANOL;0
217;ene-24;Cantabria;Cantabria;GASOLINA  AUTO. S/PB 95 i.O.;5694
218;ene-24;Cantabria;Cantabria;GASOLINA  AUTO. S/PB 98 i.O.;230
219;ene-24;Cantabria;Cantabria;OTRAS GASOLINAS;0
220;ene-24;Cantabria;Cantabria;FUELOLEO  BIA;610
221;ene-24;Cantabria;Cantabria;OTROS FUELOLEOS;25
222;ene-24;Cantabria;Cantabria;QUEROSENO AVIACION;572
223;ene-24;Cantabria;Cantabria;OTROS QUEROSENOS;0
224;ene-24;Cantabria;Cantabria;GLP;2737
225;ene-24;Castilla La Mancha;Albacete;BIODIESEL;0
226;ene-24;Castilla La Mancha;Albacete;GASOLEO A;14741
227;ene-24;Castilla La Mancha;Albacete;GASOLEO B;5761
228;ene-24;Castilla La Mancha;Albacete;GASOLEO C;4039
229;ene-24;Castilla La Mancha;Albacete;OTROS GASOLEOS;0
230;ene-24;Castilla La Mancha;Albacete;BIOETANOL;0
231;ene-24;Castilla La Mancha;Albacete;GASOLINA  AUTO. S/PB 95 i.O.;2841
232;ene-24;Castilla La Mancha;Albacete;GASOLINA  AUTO. S/PB 98 i.O.;116
233;ene-24;Castilla La Mancha;Albacete;OTRAS GASOLINAS;0
234;ene-24;Castilla La Mancha;Albacete;FUELOLEO  BIA;0
235;ene-24;Castilla La Mancha;Albacete;OTROS FUELOLEOS;0
236;ene-24;Castilla La Mancha;Albacete;QUEROSENO AVIACION;29
237;ene-24;Castilla La Mancha;Albacete;OTROS QUEROSENOS;0
238;ene-24;Castilla La Mancha;Albacete;GLP;1485
239;ene-24;Castilla La Mancha;Ciudad Real;BIODIESEL;2
240;ene-24;Castilla La Mancha;Ciudad Real;GASOLEO A;20618
241;ene-24;Castilla La Mancha;Ciudad Real;GASOLEO B;11368
242;ene-24;Castilla La Mancha;Ciudad Real;GASOLEO C;3963
243;ene-24;Castilla La Mancha;Ciudad Real;OTROS GASOLEOS;0
244;ene-24;Castilla La Mancha;Ciudad Real;BIOETANOL;0
245;ene-24;Castilla La Mancha;Ciudad Real;GASOLINA  AUTO. S/PB 95 i.O.;3836
246;ene-24;Castilla La Mancha;Ciudad Real;GASOLINA  AUTO. S/PB 98 i.O.;109
247;ene-24;Castilla La Mancha;Ciudad Real;OTRAS GASOLINAS;0
248;ene-24;Castilla La Mancha;Ciudad Real;FUELOLEO  BIA;31
249;ene-24;Castilla La Mancha;Ciudad Real;OTROS FUELOLEOS;0
250;ene-24;Castilla La Mancha;Ciudad Real;QUEROSENO AVIACION;10
251;ene-24;Castilla La Mancha;Ciudad Real;OTROS QUEROSENOS;0
252;ene-24;Castilla La Mancha;Ciudad Real;GLP;1644
253;ene-24;Castilla La Mancha;Cuenca;BIODIESEL;0
254;ene-24;Castilla La Mancha;Cuenca;GASOLEO A;12635
255;ene-24;Castilla La Mancha;Cuenca;GASOLEO B;9104
256;ene-24;Castilla La Mancha;Cuenca;GASOLEO C;1973
257;ene-24;Castilla La Mancha;Cuenca;OTROS GASOLEOS;0
258;ene-24;Castilla La Mancha;Cuenca;BIOETANOL;0
259;ene-24;Castilla La Mancha;Cuenca;GASOLINA  AUTO. S/PB 95 i.O.;1966
260;ene-24;Castilla La Mancha;Cuenca;GASOLINA  AUTO. S/PB 98 i.O.;68
261;ene-24;Castilla La Mancha;Cuenca;OTRAS GASOLINAS;0
262;ene-24;Castilla La Mancha;Cuenca;FUELOLEO  BIA;0
263;ene-24;Castilla La Mancha;Cuenca;OTROS FUELOLEOS;0
264;ene-24;Castilla La Mancha;Cuenca;QUEROSENO AVIACION;11
265;ene-24;Castilla La Mancha;Cuenca;OTROS QUEROSENOS;0
266;ene-24;Castilla La Mancha;Cuenca;GLP;1123
267;ene-24;Castilla La Mancha;Guadalajara;BIODIESEL;0
268;ene-24;Castilla La Mancha;Guadalajara;GASOLEO A;11364
269;ene-24;Castilla La Mancha;Guadalajara;GASOLEO B;4209
270;ene-24;Castilla La Mancha;Guadalajara;GASOLEO C;4984
271;ene-24;Castilla La Mancha;Guadalajara;OTROS GASOLEOS;0
272;ene-24;Castilla La Mancha;Guadalajara;BIOETANOL;0
273;ene-24;Castilla La Mancha;Guadalajara;GASOLINA  AUTO. S/PB 95 i.O.;3097
274;ene-24;Castilla La Mancha;Guadalajara;GASOLINA  AUTO. S/PB 98 i.O.;87
275;ene-24;Castilla La Mancha;Guadalajara;OTRAS GASOLINAS;0
276;ene-24;Castilla La Mancha;Guadalajara;FUELOLEO  BIA;25
277;ene-24;Castilla La Mancha;Guadalajara;OTROS FUELOLEOS;0
278;ene-24;Castilla La Mancha;Guadalajara;QUEROSENO AVIACION;10
279;ene-24;Castilla La Mancha;Guadalajara;OTROS QUEROSENOS;0
280;ene-24;Castilla La Mancha;Guadalajara;GLP;865
281;ene-24;Castilla La Mancha;Toledo;BIODIESEL;0
282;ene-24;Castilla La Mancha;Toledo;GASOLEO A;31021
283;ene-24;Castilla La Mancha;Toledo;GASOLEO B;14355
284;ene-24;Castilla La Mancha;Toledo;GASOLEO C;9076
285;ene-24;Castilla La Mancha;Toledo;OTROS GASOLEOS;0
286;ene-24;Castilla La Mancha;Toledo;BIOETANOL;0
287;ene-24;Castilla La Mancha;Toledo;GASOLINA  AUTO. S/PB 95 i.O.;6728
288;ene-24;Castilla La Mancha;Toledo;GASOLINA  AUTO. S/PB 98 i.O.;234
289;ene-24;Castilla La Mancha;Toledo;OTRAS GASOLINAS;0
290;ene-24;Castilla La Mancha;Toledo;FUELOLEO  BIA;68
291;ene-24;Castilla La Mancha;Toledo;OTROS FUELOLEOS;0
292;ene-24;Castilla La Mancha;Toledo;QUEROSENO AVIACION;13
293;ene-24;Castilla La Mancha;Toledo;OTROS QUEROSENOS;0
294;ene-24;Castilla La Mancha;Toledo;GLP;3187
295;ene-24;Castilla y Leon;Avila;BIODIESEL;0
296;ene-24;Castilla y Leon;Avila;GASOLEO A;5931
297;ene-24;Castilla y Leon;Avila;GASOLEO B;3151
298;ene-24;Castilla y Leon;Avila;GASOLEO C;1741
299;ene-24;Castilla y Leon;Avila;OTROS GASOLEOS;0
300;ene-24;Castilla y Leon;Avila;BIOETANOL;0
301;ene-24;Castilla y Leon;Avila;GASOLINA  AUTO. S/PB 95 i.O.;1405
302;ene-24;Castilla y Leon;Avila;GASOLINA  AUTO. S/PB 98 i.O.;48
303;ene-24;Castilla y Leon;Avila;OTRAS GASOLINAS;0
304;ene-24;Castilla y Leon;Avila;FUELOLEO  BIA;0
305;ene-24;Castilla y Leon;Avila;OTROS FUELOLEOS;0
306;ene-24;Castilla y Leon;Avila;QUEROSENO AVIACION;0
307;ene-24;Castilla y Leon;Avila;OTROS QUEROSENOS;0
308;ene-24;Castilla y Leon;Avila;GLP;1045
309;ene-24;Castilla y Leon;Burgos;BIODIESEL;0
310;ene-24;Castilla y Leon;Burgos;GASOLEO A;19347
311;ene-24;Castilla y Leon;Burgos;GASOLEO B;5227
312;ene-24;Castilla y Leon;Burgos;GASOLEO C;1559
313;ene-24;Castilla y Leon;Burgos;OTROS GASOLEOS;0
314;ene-24;Castilla y Leon;Burgos;BIOETANOL;0
315;ene-24;Castilla y Leon;Burgos;GASOLINA  AUTO. S/PB 95 i.O.;3767
316;ene-24;Castilla y Leon;Burgos;GASOLINA  AUTO. S/PB 98 i.O.;164
317;ene-24;Castilla y Leon;Burgos;OTRAS GASOLINAS;12
318;ene-24;Castilla y Leon;Burgos;FUELOLEO  BIA;159
319;ene-24;Castilla y Leon;Burgos;OTROS FUELOLEOS;0
320;ene-24;Castilla y Leon;Burgos;QUEROSENO AVIACION;7
321;ene-24;Castilla y Leon;Burgos;OTROS QUEROSENOS;0
322;ene-24;Castilla y Leon;Burgos;GLP;1218
323;ene-24;Castilla y Leon;Leon;BIODIESEL;4
324;ene-24;Castilla y Leon;Leon;GASOLEO A;23458
325;ene-24;Castilla y Leon;Leon;GASOLEO B;10206
326;ene-24;Castilla y Leon;Leon;GASOLEO C;8400
327;ene-24;Castilla y Leon;Leon;OTROS GASOLEOS;0
328;ene-24;Castilla y Leon;Leon;BIOETANOL;0
329;ene-24;Castilla y Leon;Leon;GASOLINA  AUTO. S/PB 95 i.O.;4548
330;ene-24;Castilla y Leon;Leon;GASOLINA  AUTO. S/PB 98 i.O.;183
331;ene-24;Castilla y Leon;Leon;OTRAS GASOLINAS;0
332;ene-24;Castilla y Leon;Leon;FUELOLEO  BIA;0
333;ene-24;Castilla y Leon;Leon;OTROS FUELOLEOS;0
334;ene-24;Castilla y Leon;Leon;QUEROSENO AVIACION;28
335;ene-24;Castilla y Leon;Leon;OTROS QUEROSENOS;0
336;ene-24;Castilla y Leon;Leon;GLP;2199
337;ene-24;Castilla y Leon;Palencia;BIODIESEL;6
338;ene-24;Castilla y Leon;Palencia;GASOLEO A;17425
339;ene-24;Castilla y Leon;Palencia;GASOLEO B;4186
340;ene-24;Castilla y Leon;Palencia;GASOLEO C;1423
341;ene-24;Castilla y Leon;Palencia;OTROS GASOLEOS;0
342;ene-24;Castilla y Leon;Palencia;BIOETANOL;0
343;ene-24;Castilla y Leon;Palencia;GASOLINA  AUTO. S/PB 95 i.O.;1383
344;ene-24;Castilla y Leon;Palencia;GASOLINA  AUTO. S/PB 98 i.O.;58
345;ene-24;Castilla y Leon;Palencia;OTRAS GASOLINAS;0
346;ene-24;Castilla y Leon;Palencia;FUELOLEO  BIA;25
347;ene-24;Castilla y Leon;Palencia;OTROS FUELOLEOS;0
348;ene-24;Castilla y Leon;Palencia;QUEROSENO AVIACION;0
349;ene-24;Castilla y Leon;Palencia;OTROS QUEROSENOS;0
350;ene-24;Castilla y Leon;Palencia;GLP;634
351;ene-24;Castilla y Leon;Salamanca;BIODIESEL;3
352;ene-24;Castilla y Leon;Salamanca;GASOLEO A;18788
353;ene-24;Castilla y Leon;Salamanca;GASOLEO B;4890
354;ene-24;Castilla y Leon;Salamanca;GASOLEO C;4463
355;ene-24;Castilla y Leon;Salamanca;OTROS GASOLEOS;0
356;ene-24;Castilla y Leon;Salamanca;BIOETANOL;0
357;ene-24;Castilla y Leon;Salamanca;GASOLINA  AUTO. S/PB 95 i.O.;2596
358;ene-24;Castilla y Leon;Salamanca;GASOLINA  AUTO. S/PB 98 i.O.;115
359;ene-24;Castilla y Leon;Salamanca;OTRAS GASOLINAS;9
360;ene-24;Castilla y Leon;Salamanca;FUELOLEO  BIA;0
361;ene-24;Castilla y Leon;Salamanca;OTROS FUELOLEOS;0
362;ene-24;Castilla y Leon;Salamanca;QUEROSENO AVIACION;7
363;ene-24;Castilla y Leon;Salamanca;OTROS QUEROSENOS;0
364;ene-24;Castilla y Leon;Salamanca;GLP;1419
365;ene-24;Castilla y Leon;Segovia;BIODIESEL;0
366;ene-24;Castilla y Leon;Segovia;GASOLEO A;7509
367;ene-24;Castilla y Leon;Segovia;GASOLEO B;3875
368;ene-24;Castilla y Leon;Segovia;GASOLEO C;2875
369;ene-24;Castilla y Leon;Segovia;OTROS GASOLEOS;0
370;ene-24;Castilla y Leon;Segovia;BIOETANOL;0
371;ene-24;Castilla y Leon;Segovia;GASOLINA  AUTO. S/PB 95 i.O.;1878
372;ene-24;Castilla y Leon;Segovia;GASOLINA  AUTO. S/PB 98 i.O.;75
373;ene-24;Castilla y Leon;Segovia;OTRAS GASOLINAS;0
374;ene-24;Castilla y Leon;Segovia;FUELOLEO  BIA;26
375;ene-24;Castilla y Leon;Segovia;OTROS FUELOLEOS;0
376;ene-24;Castilla y Leon;Segovia;QUEROSENO AVIACION;0
377;ene-24;Castilla y Leon;Segovia;OTROS QUEROSENOS;0
378;ene-24;Castilla y Leon;Segovia;GLP;1114
379;ene-24;Castilla y Leon;Soria;BIODIESEL;0
380;ene-24;Castilla y Leon;Soria;GASOLEO A;5068
381;ene-24;Castilla y Leon;Soria;GASOLEO B;2094
382;ene-24;Castilla y Leon;Soria;GASOLEO C;1343
383;ene-24;Castilla y Leon;Soria;OTROS GASOLEOS;0
384;ene-24;Castilla y Leon;Soria;BIOETANOL;0
385;ene-24;Castilla y Leon;Soria;GASOLINA  AUTO. S/PB 95 i.O.;864
386;ene-24;Castilla y Leon;Soria;GASOLINA  AUTO. S/PB 98 i.O.;40
387;ene-24;Castilla y Leon;Soria;OTRAS GASOLINAS;0
388;ene-24;Castilla y Leon;Soria;FUELOLEO  BIA;0
389;ene-24;Castilla y Leon;Soria;OTROS FUELOLEOS;0
390;ene-24;Castilla y Leon;Soria;QUEROSENO AVIACION;0
391;ene-24;Castilla y Leon;Soria;OTROS QUEROSENOS;0
392;ene-24;Castilla y Leon;Soria;GLP;443
393;ene-24;Castilla y Leon;Valladolid;BIODIESEL;3
394;ene-24;Castilla y Leon;Valladolid;GASOLEO A;22141
395;ene-24;Castilla y Leon;Valladolid;GASOLEO B;5571
396;ene-24;Castilla y Leon;Valladolid;GASOLEO C;4074
397;ene-24;Castilla y Leon;Valladolid;OTROS GASOLEOS;0
398;ene-24;Castilla y Leon;Valladolid;BIOETANOL;0
399;ene-24;Castilla y Leon;Valladolid;GASOLINA  AUTO. S/PB 95 i.O.;4759
400;ene-24;Castilla y Leon;Valladolid;GASOLINA  AUTO. S/PB 98 i.O.;177
401;ene-24;Castilla y Leon;Valladolid;OTRAS GASOLINAS;2
402;ene-24;Castilla y Leon;Valladolid;FUELOLEO  BIA;25
